Country,Title,Type,Category,Frequency,Owner (group),Publisher,Ad Sales,Location / Note,Circulation,Country,Vertical,Audience,B2B/B2C,Reach,Format,Native fit,Tags,URL,URL_status
DE,AgrarHeute Schwein,Monthly mag,Pig farming,Monthly,Deutscher Landwirtschaftsverlag,Deutscher Landwirtschaftsverlag,DLV Anzeigen,Pig farming specialist,18000,DE,B2B – Agriculture,Pig farmers,B2B,National,Print + Digital,Medium,circulation-reported,https://www.agrarheute.com,VERIFIED
DE,Forstwelt,Digital,Forestry,Daily (digital),Selbstständig,Selbstständig,Forstwelt Anzeigen,Forestry digital,,DE,B2B – Agriculture,Foresters,B2B,National,Digital,Medium,digital-only,https://www.forstpraxis.de,VERIFIED
DE,Erziehung und Wissenschaft,Monthly mag,Education union,Monthly,GEW,GEW,GEW Anzeigen,Education union magazine (GEW),280000,DE,B2B – Education,Teachers,B2B,National,Print + Digital,Medium,"circulation-reported, mass-circulation",https://www.gew.de/aktuelles/e-w,LIKELY_OK
DE,Schule heute,Monthly mag,School practice,Monthly,Verband Bildung und Erziehung,Verband Bildung und Erziehung,VBE Anzeigen,School teachers union,,DE,B2B – Education,Teachers,B2B,National,Print + Digital,Medium,,https://www.vbe.de,VERIFIED
DE,klasse!,Monthly mag,Primary teachers,Monthly,Klett Verlag,Klett Verlag,Klett Anzeigen,Primary school teachers,,DE,B2B – Education,Primary teachers,B2B,National,Print + Digital,Medium,,https://www.klett.de,VERIFIED
DE,Grundschulmagazin,Bi-monthly,Primary school,Bi-monthly,Friedrich Verlag,Friedrich Verlag,Friedrich Anzeigen,Primary school teachers,,DE,B2B – Education,Primary teachers,B2B,National,Print + Digital,Medium,,https://www.westermann.de,VERIFIED
DE,Pädagogik,Monthly mag,Education theory,Monthly,Beltz Verlag,Beltz Verlag,Beltz Anzeigen,Educational practice,15000,DE,B2B – Education,Teachers,B2B,National,Print + Digital,Medium,circulation-reported,https://www.beltz.de,VERIFIED
DE,BWK Energie-Fachmagazin,Monthly mag,Energy,Monthly,Springer-VDI-Verlag,Springer-VDI-Verlag,BWK Anzeigen,Energy industry technical,12000,DE,B2B – Energy & Utilities,Energy engineers,B2B,National,Print + Digital,High,circulation-reported,https://www.springer.com,VERIFIED
DE,Energy 2.0,Monthly mag,Energy industry,Monthly,publish-industry Verlag,publish-industry Verlag,publish-industry Anzeigen,Energy industry,15000,DE,B2B – Energy & Utilities,Energy industry,B2B,National,Print + Digital,Medium,circulation-reported,https://www.publish-industry.net,VERIFIED
DE,Erneuerbare Energien,Monthly mag,Renewable energy,Monthly,Bielefelder Verlag,Bielefelder Verlag,EE Anzeigen,Renewable energy industry,20000,DE,B2B – Energy & Utilities,Renewable energy pros,B2B,National,Print + Digital,High,circulation-reported,https://www.erneuerbareenergien.de,VERIFIED
DE,"Sonne, Wind & Wärme",Monthly mag,Renewable energy,Monthly,BVA BielefelderVerlag,BVA BielefelderVerlag,SWW Anzeigen,Solar/wind heating,15000,DE,B2B – Energy & Utilities,Renewable energy pros,B2B,National,Print + Digital,Medium,circulation-reported,https://www.sonnewindwaerme.de,VERIFIED
DE,E&M Energie & Management,Fortnightly,Energy management,Fortnightly,Energie & Management Verlagsgesellschaft,Energie & Management Verlagsgesellschaft,E&M Anzeigen,Energy industry weekly,12000,DE,B2B – Energy & Utilities,Energy industry,B2B,National,Print + Digital,High,circulation-reported,https://www.energie-und-management.de,LIKELY_OK
DE,AHGZ (Allgemeine Hotel- und Gastronomie-Zeitung),Weekly mag,Hospitality,Weekly,Matthaes Verlag,Matthaes Verlag,AHGZ Anzeigen,Premier German hospitality weekly,28000,DE,B2B – Hospitality,Hospitality pros,B2B,National,Print + Digital,High,circulation-reported,https://www.ahgz.de,VERIFIED
DE,Hogapage,Digital,Hospitality,Daily (digital),Verlag B&L MedienGesellschaft,Verlag B&L MedienGesellschaft,Hogapage Anzeigen,Hospitality digital,,DE,B2B – Hospitality,Hospitality pros,B2B,National,Digital,High,digital-only,https://www.hogapage.de,VERIFIED
DE,Hotelbau,Bi-monthly,Hotel construction,Bi-monthly,Forum Zeitschriften,Forum Zeitschriften,Hotelbau Anzeigen,Hotel industry,15000,DE,B2B – Hospitality,Hotel investors/architects,B2B,National,Print + Digital,Medium,circulation-reported,https://www.hotelbau.de,VERIFIED
DE,Top Hotel,Monthly mag,Premium hotels,Monthly,Forum Zeitschriften,Forum Zeitschriften,Top Hotel Anzeigen,Premium hotel industry,8000,DE,B2B – Hospitality,Hotel management,B2B,National,Print + Digital,Medium,circulation-reported,https://www.tophotel.de,VERIFIED
DE,Gastrotel,Monthly mag,Hospitality,Monthly,Selbstständig,Selbstständig,Gastrotel Anzeigen,Restaurant industry,12000,DE,B2B – Hospitality,Restaurant managers,B2B,National,Print + Digital,Medium,circulation-reported,https://www.gastrotel.de,VERIFIED
DE,KFZ-Betrieb,Fortnightly,Auto trade workshop,Fortnightly,Vogel Communications,Vogel Communications,KFZ-Betrieb Anzeigen,Auto workshop trade,30000,DE,B2B – Retail,Auto trade,B2B,National,Print + Digital,High,circulation-reported,https://www.kfz-betrieb.vogel.de,VERIFIED
DE,Automobilwoche,Weekly mag,Auto industry,Weekly,Crain Communications,Crain Communications,Automobilwoche Anzeigen,Auto industry weekly,18000,DE,B2B – Retail,Auto industry execs,B2B,National,Print + Digital,High,circulation-reported,https://www.automobilwoche.de,VERIFIED
DE,kfz-anzeiger,Fortnightly,Auto trade,Fortnightly,Stünings Medien,Stünings Medien,kfz-anzeiger Anzeigen,Auto dealer trade,25000,DE,B2B – Retail,Auto dealers,B2B,National,Print + Digital,Medium,circulation-reported,https://www.kfz-anzeiger.com,VERIFIED
DE,Automobil Industrie,Monthly mag,Auto industry technical,Monthly,Vogel Communications,Vogel Communications,Automobil Industrie Anzeigen,Auto industry technical,20000,DE,B2B – Engineering,Auto engineers,B2B,National,Print + Digital,High,circulation-reported,https://www.automobil-industrie.vogel.de,VERIFIED
DE,Autohaus,Fortnightly,Auto dealers,Fortnightly,Springer Fachmedien,Springer Fachmedien,Autohaus Anzeigen,Auto dealer business,22000,DE,B2B – Retail,Auto dealers,B2B,National,Print + Digital,High,circulation-reported,https://www.autohaus.de,VERIFIED
DE,Lebensmittel Zeitung,Weekly mag,Grocery trade,Weekly,dfv Mediengruppe,dfv Mediengruppe,LZ Anzeigen,Premier German grocery trade,25000,DE,B2B – Retail,Grocery trade,B2B,National,Print + Digital,High,circulation-reported,https://www.lebensmittelzeitung.net,VERIFIED
DE,Lebensmittel Praxis,Fortnightly,Grocery trade,Fortnightly,Lebensmittel Praxis Verlag,Lebensmittel Praxis Verlag,LP Anzeigen,Grocery retail trade,25000,DE,B2B – Retail,Grocery retailers,B2B,National,Print + Digital,High,circulation-reported,https://www.lebensmittelpraxis.de,VERIFIED
DE,TextilWirtschaft,Weekly mag,Fashion retail,Weekly,dfv Mediengruppe,dfv Mediengruppe,TW Anzeigen,Fashion retail weekly,18000,DE,B2B – Retail,Fashion retail,B2B,National,Print + Digital,High,circulation-reported,https://www.textilwirtschaft.de,VERIFIED
DE,Möbel Kultur,Monthly mag,Furniture retail,Monthly,Möbel Kultur Verlag,Möbel Kultur Verlag,Möbel Kultur Anzeigen,Furniture retail,20000,DE,B2B – Retail,Furniture retail,B2B,National,Print + Digital,Medium,circulation-reported,https://www.moebelkultur.de,VERIFIED
DE,Sport+Mode,Monthly mag,Sports retail,Monthly,Sport+Mode Verlag,Sport+Mode Verlag,Sport+Mode Anzeigen,Sports retail trade,12000,DE,B2B – Retail,Sports retail,B2B,National,Print + Digital,Medium,circulation-reported,https://www.sportundmode.de,LIKELY_OK
DE,Der Handel,Monthly mag,Retail trade,Monthly,dfv Mediengruppe,dfv Mediengruppe,Der Handel Anzeigen,General retail trade,18000,DE,B2B – Retail,Retail pros,B2B,National,Print + Digital,Medium,circulation-reported,https://www.derhandel.de,VERIFIED
DE,Funkschau,Fortnightly,Telecom/IT,Fortnightly,WEKA Fachmedien,WEKA Fachmedien,Funkschau Anzeigen,Telecom industry,15000,DE,B2B – IT & Tech,Telecom pros,B2B,National,Print + Digital,Medium,circulation-reported,https://www.funkschau.de,LIKELY_OK
DE,Network Computing,Monthly mag,Network IT,Monthly,CMP-WEKA Verlag,CMP-WEKA Verlag,Network Computing Anzeigen,Network/IT,20000,DE,B2B – IT & Tech,Network admins,B2B,National,Print + Digital,Medium,circulation-reported,https://network-computing.de,LIKELY_OK
DE,IT Business,Fortnightly,IT channel,Fortnightly,Vogel Communications,Vogel Communications,IT Business Anzeigen,IT reseller/channel,18000,DE,B2B – IT & Tech,IT channel,B2B,National,Print + Digital,High,circulation-reported,https://www.it-business.de,VERIFIED
DE,Industrie 4.0 Magazin,Quarterly,Industry 4.0,Quarterly,Konradin Mediengruppe,Konradin Mediengruppe,Konradin Anzeigen,Industry 4.0 / IoT,15000,DE,B2B – IT & Tech,Industrial IT,B2B,National,Print + Digital,Medium,circulation-reported,https://industriemagazin.de,UNVERIFIED
DE,LANline,Monthly mag,Network/IT,Monthly,AWi Marketing-Services,AWi Marketing-Services,LANline Anzeigen,Network admins,18000,DE,B2B – IT & Tech,Network/IT admins,B2B,National,Print + Digital,Medium,circulation-reported,https://www.lanline.de,LIKELY_OK
DE,kommunal.de,Digital,Local government,Daily (digital),Bayerischer Gemeindetag,Bayerischer Gemeindetag,kommunal Anzeigen,Local government digital,,DE,B2B – Public Sector,Local government,B2B,National,Digital,Medium,digital-only,https://kommunal.de,VERIFIED
DE,Kommunalpolitische Blätter,Monthly mag,Local politics,Monthly,Selbstständig,Selbstständig,KPB Anzeigen,Local politicians,10000,DE,B2B – Public Sector,Local politicians,B2B,National,Print + Digital,Medium,circulation-reported,https://www.kommunalpolitische-blaetter.de,LIKELY_OK
DE,Behörden Spiegel,Monthly mag,Public administration,Monthly,ProPress Verlagsgesellschaft,ProPress Verlagsgesellschaft,Behörden Spiegel Anzeigen,Public administration,100000,DE,B2B – Public Sector,Public sector workers,B2B,National,Print + Digital,High,"circulation-reported, high-circulation",https://www.behoerden-spiegel.de,VERIFIED
DE,Innovative Verwaltung,Monthly mag,Public admin,Monthly,Springer Gabler,Springer Gabler,Springer Anzeigen,Public administration innovation,8000,DE,B2B – Public Sector,Public admin,B2B,National,Print + Digital,Medium,circulation-reported,https://innovativeverwaltung.de,VERIFIED
DE,Versicherungsmagazin,Monthly mag,Insurance,Monthly,Springer Gabler,Springer Gabler,Versicherungsmagazin Anzeigen,Insurance industry,8000,DE,B2B – Finance & Insurance,Insurance pros,B2B,National,Print + Digital,High,circulation-reported,https://www.versicherungsmagazin.de,VERIFIED
DE,börse online,Weekly mag,Stock market,Weekly,Finanzen Verlag,Finanzen Verlag,börse online Anzeigen,Stock market investing,50000,DE,Business & Finance,Private investors,B2C,National,Print + Digital,High,"circulation-reported, high-circulation",https://www.boerse-online.de,VERIFIED
DE,FONDS professionell,Quarterly,Fund management,Quarterly,FONDS professionell Multimedia,FONDS professionell Multimedia,FONDS professionell Anzeigen,Fund management pros,12000,DE,B2B – Finance & Insurance,Fund managers,B2B,National,Print + Digital,High,circulation-reported,https://www.fondsprofessionell.de,VERIFIED
DE,AssCompact,Monthly mag,Insurance broker,Monthly,bbg Betriebsberatungs GmbH,bbg Betriebsberatungs GmbH,AssCompact Anzeigen,Insurance brokers,20000,DE,B2B – Finance & Insurance,Insurance brokers,B2B,National,Print + Digital,High,circulation-reported,https://www.asscompact.de,VERIFIED
DE,Versicherungswirtschaft,Monthly mag,Insurance industry,Monthly,VVW Verlag,VVW Verlag,VVW Anzeigen,Insurance industry,8000,DE,B2B – Finance & Insurance,Insurance industry,B2B,National,Print + Digital,Medium,circulation-reported,https://www.versicherungswirtschaft-heute.de,VERIFIED
DE,DAS INVESTMENT,Monthly mag,Investment,Monthly,Fonds & Co. Verlag,Fonds & Co. Verlag,DAS INVESTMENT Anzeigen,Investment advisors,15000,DE,B2B – Finance & Insurance,Investment advisors,B2B,National,Print + Digital,High,circulation-reported,https://www.dasinvestment.com,VERIFIED
DE,Schiff & Hafen,Monthly mag,Shipping,Monthly,DVV Media Group,DVV Media Group,Schiff & Hafen Anzeigen,Shipping industry,8000,DE,B2B – Maritime,Shipping industry pros,B2B,National,Print + Digital,Medium,circulation-reported,https://www.schiffundhafen.de,VERIFIED
DE,Hansa,Monthly mag,Shipping,Monthly,Schiffahrts-Verlag Hansa,Schiffahrts-Verlag Hansa,Hansa Anzeigen,Shipping industry,10000,DE,B2B – Maritime,Shipping industry pros,B2B,National,Print + Digital,Medium,circulation-reported,https://hansa-online.de,VERIFIED
DE,THB Täglicher Hafenbericht,Daily (work),Shipping daily,Daily,DVV Media Group,DVV Media Group,THB Anzeigen,Daily shipping news,5000,DE,B2B – Maritime,Shipping industry pros,B2B,National,Print + Digital,High,circulation-reported,https://www.thb.info,VERIFIED
DE,VerkehrsRundschau,Weekly mag,Transport logistics,Weekly,Springer Fachmedien,Springer Fachmedien,VR Anzeigen,Transport/logistics weekly,20000,DE,B2B – Transport & Logistics,Transport pros,B2B,National,Print + Digital,High,circulation-reported,https://www.verkehrsrundschau.de,VERIFIED
DE,Eurotransport,Monthly mag,Trucking,Monthly,ETM Verlag,ETM Verlag,Eurotransport Anzeigen,European trucking,25000,DE,B2B – Transport & Logistics,Truck operators,B2B,National,Print + Digital,High,circulation-reported,https://www.eurotransport.de,VERIFIED
DE,DVZ Deutsche Verkehrs-Zeitung,Weekly mag,Transport,Weekly,DVV Media Group,DVV Media Group,DVZ Anzeigen,Transport industry weekly,8000,DE,B2B – Transport & Logistics,Transport pros,B2B,National,Print + Digital,High,circulation-reported,https://www.dvz.de,LIKELY_OK
DE,Logistik Heute,Monthly mag,Logistics,Monthly,Huss-Verlag,Huss-Verlag,Logistik Heute Anzeigen,Logistics monthly,25000,DE,B2B – Transport & Logistics,Logistics pros,B2B,National,Print + Digital,High,circulation-reported,https://www.logistik-heute.de,LIKELY_OK
DE,Europäische Sicherheit & Technik,Monthly mag,Defense,Monthly,Mittler Report Verlag,Mittler Report Verlag,ES&T Anzeigen,European defense industry,8000,DE,B2B – Defense & Police,Defense industry,B2B,National,Print + Digital,Medium,circulation-reported,https://esut.de,VERIFIED
DE,Marineforum,Bi-monthly,Navy,Bi-monthly,Mittler Report Verlag,Mittler Report Verlag,Marineforum Anzeigen,Navy/maritime defense,5000,DE,B2B – Defense & Police,Navy,B2B,National,Print + Digital,Low,circulation-reported,https://marineforum.online,VERIFIED
DE,Strategie & Technik,Monthly mag,Defense strategy,Monthly,Mittler Report Verlag,Mittler Report Verlag,S&T Anzeigen,Defense strategy,6000,DE,B2B – Defense & Police,Defense strategy,B2B,National,Print + Digital,Low,circulation-reported,https://strategie-technik.de,LIKELY_OK
DE,ZEIT Online,Digital,Quality news digital,Daily (digital),Dieter von Holtzbrinck Medien,Dieter von Holtzbrinck Medien,ZEIT Verlag Anzeigen,ZEIT digital arm,,DE,News (National Quality),Affluent 35+ (luxury),B2C,National,Digital,High,digital-only,https://www.zeit.de,LIKELY_OK
DE,Spiegel Online,Digital,News digital,Daily (digital),Spiegel-Verlag,Spiegel-Verlag,Spiegel Verlag Anzeigen,Spiegel digital arm,,DE,News (General),Mass market consumer,B2C,National,Digital,High,digital-only,https://www.spiegel.de,LIKELY_OK
DE,Krautreporter,Digital,Quality journalism,Daily (digital),Selbstständig (Genossenschaft),Selbstständig (Genossenschaft),Krautreporter Anzeigen,Member-supported quality journalism,,DE,News (General),Quality journalism consumers,B2C,National,Digital,Medium,digital-only,https://krautreporter.de,VERIFIED
DE,Übermedien,Digital,Media criticism,Daily (digital),Selbstständig,Selbstständig,Übermedien Anzeigen,Media criticism,,DE,B2B – Marketing & Media,Media critics,B2B,National,Digital,Medium,digital-only,https://uebermedien.de,VERIFIED
DE,netzpolitik.org,Digital,Digital policy/politics,Daily (digital),netzpolitik.org e.V.,netzpolitik.org e.V.,netzpolitik Anzeigen,Digital rights and policy,,DE,Politics & Current Affairs,Politically engaged adults,B2C,National,Digital,Medium,digital-only,https://netzpolitik.org,VERIFIED
AT,Kronen Zeitung,Daily,National tabloid,Daily (Mon-Sun),Mediaprint (Krone + Funke 50/50),Mediaprint (Krone + Funke 50/50),Mediaprint,"Vienna, biggest Austrian newspaper, populist-conservative",600000,AT,News (National Tabloid),Mass market consumer,B2C,National,Print + Digital,High,"circulation-reported, mass-circulation, tabloid, populist",https://www.krone.at,LIKELY_OK
AT,Kurier,Daily,National mid-market,Daily (Mon-Sun),Kurier Medienhaus (Raiffeisen + Funke),Kurier Medienhaus (Raiffeisen + Funke),Mediaprint,"Vienna, centre-right mid-market",130000,AT,News (National Mid-market),General consumer,B2C,National,Print + Digital,High,"circulation-reported, high-circulation, centre-right",https://kurier.at,LIKELY_OK
AT,Heute,Daily,Free tabloid,Daily (Mon-Fri),AHVV Verlags GmbH,AHVV Verlags GmbH,Heute Anzeigen,Vienna free tabloid at metro,575000,AT,News (National Tabloid),Mass market consumer,B2C,National,Print + Digital,High,"circulation-reported, mass-circulation, free-distribution, tabloid",https://www.heute.at,VERIFIED
AT,Österreich/oe24,Daily,Free tabloid,Daily (Mon-Sun),Mediengruppe Österreich,Mediengruppe Österreich,oe24 Anzeigen,Vienna free + digital,480000,AT,News (National Tabloid),Mass market consumer,B2C,National,Print + Digital,High,"circulation-reported, free-distribution, tabloid",https://www.oe24.at,VERIFIED
AT,Der Standard,Daily,National quality,Daily (Mon-Sat),STANDARD Medien AG,STANDARD Medien AG,Standard Anzeigen,"Vienna, liberal-left quality",65000,AT,News (National Quality),Affluent 35+ (luxury),B2C,National,Print + Digital,High,"circulation-reported, liberal-left",https://www.derstandard.at,VERIFIED
AT,Die Presse,Daily,National quality,Daily (Mon-Sat),Styria Media Group AG,Styria Media Group AG,Styria Media Sales,"Vienna, centre-right quality",65000,AT,News (National Quality),Affluent 35+ (luxury),B2C,National,Print + Digital,High,"circulation-reported, conservative",https://www.diepresse.com,LIKELY_OK
AT,Wiener Zeitung,Weekly,Quality weekly,Weekly,Republic of Austria,Republic of Austria,Wiener Zeitung Anzeigen,"Was world's oldest daily (1703), now weekly since 2023",20000,AT,News (National Quality),Politically engaged adults,B2C,National,Print + Digital,High,"circulation-reported, historic, pre-1900-founded",https://www.wienerzeitung.at,VERIFIED
AT,Salzburger Nachrichten,Daily,Regional quality,Daily (Mon-Sat),Salzburger Nachrichten Verlag,Salzburger Nachrichten Verlag,SN Anzeigen,Salzburg quality,70000,AT,News (Regional),Salzburg/National,B2C,National,Print + Digital,High,circulation-reported,https://www.sn.at,VERIFIED
AT,Krone Bunt,Sunday mag,Sunday lifestyle,Sunday,Mediaprint,Mediaprint,Mediaprint,Krone Sunday lifestyle supplement,,AT,Affluent Lifestyle,Krone Sunday readers,B2C,National,Print,High,Sunday-edition,https://www.krone.at,LIKELY_OK
AT,Kurier am Sonntag,Sunday,Sunday edition,Sunday,Kurier Medienhaus,Kurier Medienhaus,Mediaprint,Kurier Sunday,,AT,News (National Mid-market),General consumer,B2C,National,Print + Digital,Medium,Sunday-edition,https://kurier.at,LIKELY_OK
AT,Kleine Zeitung,Daily,Regional,Daily (Mon-Sun),Styria Media Group AG,Styria Media Group AG,Styria Media Sales,Styria/Carinthia largest regional,250000,AT,News (Regional),Styria/Carinthia consumer,B2C,Regional,Print + Digital,High,"circulation-reported, high-circulation",https://www.kleinezeitung.at,LIKELY_OK
AT,Oberösterreichische Nachrichten (OÖN),Daily,Regional,Daily (Mon-Sat),Wimmer Medien,Wimmer Medien,OÖN Anzeigen,Upper Austria,105000,AT,News (Regional),Upper Austria consumer,B2C,Regional,Print + Digital,High,"circulation-reported, high-circulation",https://www.nachrichten.at,VERIFIED
AT,Tiroler Tageszeitung,Daily,Regional,Daily (Mon-Sat),Moser Holding,Moser Holding,Moser Anzeigen,Tyrol,90000,AT,News (Regional),Tyrol consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.tt.com,VERIFIED
AT,Vorarlberger Nachrichten,Daily,Regional,Daily (Mon-Sat),Russmedia,Russmedia,Russmedia Anzeigen,Vorarlberg leading paper,60000,AT,News (Regional),Vorarlberg consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.vn.at,VERIFIED
AT,Neue Vorarlberger Tageszeitung (NEUE),Daily,Regional,Daily (Mon-Sat),Russmedia,Russmedia,Russmedia Anzeigen,Vorarlberg second,20000,AT,News (Regional),Vorarlberg consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.neue.at,VERIFIED
AT,Kärntner Tageszeitung,Daily,Regional,Daily (Mon-Sat),Kärntner Druck-Verlag,Kärntner Druck-Verlag,KTZ Anzeigen,Carinthia,25000,AT,News (Regional),Carinthia consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.ktz.at,VERIFIED
AT,NÖN,Weekly,Regional,Weekly,NÖ Pressehaus,NÖ Pressehaus,NÖN Anzeigen,Lower Austria 28-edition umbrella,130000,AT,News (Regional),Lower Austria consumer,B2C,Regional,Print + Digital,Medium,"circulation-reported, high-circulation",https://www.noen.at,LIKELY_OK
AT,BVZ Burgenländische Volkszeitung,Weekly,Regional,Weekly,NÖ Pressehaus,NÖ Pressehaus,NÖN Anzeigen,Burgenland,25000,AT,News (Regional),Burgenland consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.bvz.at,LIKELY_OK
AT,Wiener Bezirkszeitung,Weekly,Local,Weekly,RMA Regional Medien Austria,RMA Regional Medien Austria,RMA Anzeigen,Vienna district free weeklies,,AT,News (Local),Vienna local,B2C,Local,Print + Digital,Medium,free-distribution,https://www.meinbezirk.at,VERIFIED
AT,MeinBezirk.at,Digital,Local platform,Daily (digital),RMA Regional Medien Austria,RMA Regional Medien Austria,RMA Anzeigen,120 regional weekly editions digital,,AT,News (Local),Local consumer,B2C,Local,Digital,High,digital-only,https://www.meinbezirk.at,VERIFIED
AT,News,Weekly mag,News magazine,Weekly,VGN Medien Holding,VGN Medien Holding,VGN Anzeigen,Austrian news magazine,100000,AT,Politics & Current Affairs,Politically engaged adults,B2C,National,Print + Digital,High,"circulation-reported, high-circulation",https://www.news.at,VERIFIED
AT,profil,Weekly mag,News magazine,Weekly,Kurier Medienhaus,Kurier Medienhaus,profil Anzeigen,"News weekly, investigative",50000,AT,Politics & Current Affairs,Politically engaged adults,B2C,National,Print + Digital,High,"circulation-reported, investigative, liberal",https://www.profil.at,VERIFIED
AT,Falter,Weekly,Quality weekly,Weekly,Falter Zeitschriften,Falter Zeitschriften,Falter Anzeigen,Vienna alternative left,30000,AT,Politics & Current Affairs,Politically engaged adults,B2C,National,Print + Digital,High,"circulation-reported, left-leaning, investigative",https://falter.at,VERIFIED
AT,Trend,Monthly mag,Business,Monthly,VGN Medien Holding,VGN Medien Holding,VGN Anzeigen,Business monthly,40000,AT,Business & Finance,Business decision-makers,B2C,National,Print + Digital,High,circulation-reported,https://trend.at,VERIFIED
AT,Gewinn,Monthly mag,Personal finance,Monthly,Gewinn Verlag,Gewinn Verlag,Gewinn Anzeigen,Personal finance/investing,35000,AT,Business & Finance,Private investors,B2C,National,Print + Digital,High,circulation-reported,https://www.gewinn.com,VERIFIED
AT,Forbes Austria,Bi-monthly,Business,Bi-monthly,Forbes Media,Forbes Media,Forbes Anzeigen,Forbes AT edition,,AT,Business & Finance,Business decision-makers,B2C,National,Print + Digital,High,,https://www.forbes.at,LIKELY_OK
AT,Datum,Monthly mag,Quality long-form,10x/year,Falter,Falter,Datum Anzeigen,Long-form journalism,20000,AT,Politics & Current Affairs,Quality journalism consumers,B2C,National,Print + Digital,Medium,"circulation-reported, investigative",https://www.datum.at,VERIFIED
AT,Bühne,Monthly mag,Theatre/culture,Monthly,Bundestheater,Bundestheater,Bühne Anzeigen,Theatre/culture monthly,30000,AT,Arts & Culture,Theatre fans,B2C,National,Print + Digital,Medium,circulation-reported,https://www.bühne.at,UNVERIFIED
AT,Woman,Weekly mag,Women's lifestyle,Weekly,VGN Medien Holding,VGN Medien Holding,VGN Anzeigen,Largest Austrian women's weekly,80000,AT,Women's Lifestyle,Women 25-49,B2C,National,Print + Digital,High,"circulation-reported, high-circulation",https://www.woman.at,VERIFIED
AT,Wienerin,Monthly mag,Women's lifestyle,Monthly,Echo Medienhaus,Echo Medienhaus,Wienerin Anzeigen,Vienna women's,40000,AT,Women's Lifestyle,Vienna women 25-49,B2C,Regional,Print + Digital,Medium,circulation-reported,https://wienerin.at,VERIFIED
AT,Madonna,Weekly mag,Women's mass market,Weekly,Mediengruppe Österreich,Mediengruppe Österreich,oe24 Anzeigen,Free women's weekly with oe24,480000,AT,Women's Lifestyle,Mass market women,B2C,National,Print + Digital,Medium,"circulation-reported, mass-circulation, free-distribution",https://www.madonna.at,VERIFIED
AT,Wiener,Monthly mag,Vienna lifestyle,Monthly,Echo Medienhaus,Echo Medienhaus,Wiener Anzeigen,Vienna lifestyle premium,25000,AT,Affluent Lifestyle,Vienna affluent,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.wiener.co.at,VERIFIED
AT,Look! Magazin,Monthly mag,Women's lifestyle,Monthly,Selbstständig,Selbstständig,Look! Anzeigen,Premium women's,20000,AT,Women's Lifestyle,Affluent women,B2C,National,Print + Digital,Medium,circulation-reported,https://looklive.at,VERIFIED
AT,DIVA,Monthly mag,Women's luxury,Monthly,Selbstständig,Selbstständig,DIVA Anzeigen,Luxury women's,15000,AT,Fashion,Affluent women,B2C,National,Print + Digital,Medium,circulation-reported,https://www.diva.at,LIKELY_OK
AT,News Lust aufs Leben,Monthly mag,Lifestyle 50+,Monthly,VGN Medien Holding,VGN Medien Holding,VGN Anzeigen,Lifestyle 50+,50000,AT,Seniors 55+,Adults 50+,B2C,National,Print + Digital,Medium,circulation-reported,https://www.lust-aufs-leben.at,VERIFIED
AT,Welt der Frau,Monthly mag,Catholic women,Monthly,Welt der Frau Verlag,Welt der Frau Verlag,WdF Anzeigen,Catholic women's,60000,AT,Women's Lifestyle,Catholic women 50+,B2C,National,Print + Digital,Medium,circulation-reported,https://www.welt-der-frau.at,LIKELY_OK
AT,First,Monthly mag,Women's lifestyle,Monthly,First Magazin Verlag,First Magazin Verlag,First Anzeigen,Premium women's,,AT,Women's Lifestyle,Affluent women 30+,B2C,National,Print + Digital,Medium,,https://www.first.at,VERIFIED
AT,Maxima,Monthly mag,Women's lifestyle,Monthly,Selbstständig,Selbstständig,Maxima Anzeigen,Women's monthly,30000,AT,Women's Lifestyle,Women 30+,B2C,National,Print + Digital,Medium,circulation-reported,https://www.maxima.at,VERIFIED
AT,Servus in Stadt & Land,Monthly mag,Country lifestyle,Monthly,Red Bull Media House,Red Bull Media House,Red Bull Media Sales,Largest country lifestyle phenomenon,240000,AT,Outdoor & Adventure,Country lifestyle readers,B2C,National,Print + Digital,High,"circulation-reported, mass-circulation",https://www.servus.com,VERIFIED
AT,Servus Magazin,Monthly mag,Lifestyle,Monthly,Red Bull Media House,Red Bull Media House,Red Bull Media Sales,Servus brand extension,,AT,Outdoor & Adventure,Country lifestyle readers,B2C,National,Print + Digital,High,,https://www.servus.com,VERIFIED
AT,Bergwelten,Bi-monthly,Alpine,Bi-monthly,Red Bull Media House,Red Bull Media House,Red Bull Media Sales,Alpine outdoor magazine,70000,AT,Outdoor & Adventure,Alpine enthusiasts,B2C,National,Print + Digital,High,circulation-reported,https://www.bergwelten.com,VERIFIED
AT,Land & Berge,Monthly mag,Country lifestyle,Monthly,Selbstständig,Selbstständig,Land & Berge Anzeigen,Alpine country lifestyle,30000,AT,Outdoor & Adventure,Country lifestyle readers,B2C,National,Print + Digital,Medium,circulation-reported,https://www.landundberge.de,VERIFIED
